18.7499 0.0588739
18.7497 0.103318
18.7494 0.147761
18.749 0.192204
18.7485 0.236645
18.7479 0.281086
18.7472 0.325524
18.7463 0.369961
18.7454 0.414396
18.7444 0.458828
18.7432 0.503258
18.742 0.547685
18.7406 0.592109
18.7392 0.636529
18.7376 0.680946
18.736 0.72536
18.7342 0.769769
18.7323 0.814173
18.7303 0.858574
18.7282 0.902969
18.7261 0.947359
18.7238 0.991744
18.7214 1.03612
18.7188 1.0805
18.7162 1.12486
18.7135 1.16923
18.7107 1.21358
18.7078 1.25793
18.7047 1.30227
18.7016 1.3466
18.6983 1.39093
18.695 1.43525
18.6915 1.47956
18.688 1.52386
18.6843 1.56815
18.6805 1.61244
18.6342 1.63196
18.587 1.66114
18.5398 1.69032
18.4925 1.71948
18.4451 1.74865
18.3976 1.77781
18.3501 1.80696
18.3026 1.8361
18.255 1.86524
18.2073 1.89438
18.1595 1.92351
18.1117 1.95263
18.0638 1.98174
18.0159 2.01085
17.9679 2.03995
17.9198 2.06904
17.8717 2.09812
17.8235 2.1272
17.7752 2.15627
17.7269 2.18533
17.6785 2.21438
17.6301 2.24343
17.5815 2.27246
17.5329 2.30149
17.4843 2.33051
17.4355 2.35951
17.3867 2.38851
17.3378 2.4175
17.2889 2.44648
17.2398 2.47545
17.1908 2.50441
17.1416 2.53336
17.0923 2.56229
17.043 2.59122
16.9936 2.62014
16.9442 2.64904
16.8946 2.67793
16.845 2.70681
16.7953 2.73568
16.7456 2.76453
16.6957 2.79337
16.6458 2.8222
16.5958 2.85102
16.5457 2.87982
16.4955 2.90861
16.4955 2.90861
16.5328 2.95282
16.57 2.99701
16.6072 3.04119
16.6442 3.08536
16.6812 3.12951
16.7181 3.17364
16.7549 3.21777
16.7917 3.26187
16.8283 3.30597
16.8649 3.35004
16.9015 3.39411
16.9379 3.43816
16.9743 3.48219
17.0106 3.52621
17.0468 3.57021
17.083 3.6142
17.1191 3.65818
17.1551 3.70213
17.191 3.74608
17.2269 3.79001
17.2627 3.83392
17.2985 3.87782
17.3341 3.9217
17.3697 3.96557
17.4053 4.00942
17.4408 4.05326
17.4762 4.09709
17.5115 4.14089
17.5468 4.18469
17.582 4.22846
17.6172 4.27222
17.6523 4.31597
17.6873 4.3597
17.7222 4.40342
17.7572 4.44712
17.792 4.49081
17.8268 4.53448
17.8615 4.57813
17.8962 4.62177
17.9308 4.6654
17.9653 4.709
17.9998 4.7526
18.0342 4.79618
18.0686 4.83974
18.1055 4.87393
18.0938 4.91683
18.0821 4.95971
18.0703 5.00255
18.0584 5.04537
18.0464 5.08816
18.0343 5.13093
18.0221 5.17366
18.0098 5.21636
17.9974 5.25904
17.9848 5.30168
17.9722 5.3443
17.9595 5.38689
17.9467 5.42944
17.9338 5.47197
17.9207 5.51446
17.9076 5.55692
17.8944 5.59936
17.8811 5.64176
17.8677 5.68413
17.8541 5.72646
17.8405 5.76877
17.8268 5.81104
17.813 5.85328
17.799 5.89549
17.785 5.93766
17.7709 5.9798
17.7567 6.02191
17.7423 6.06398
17.7279 6.10602
17.7134 6.14802
17.6988 6.18999
17.684 6.23193
17.6692 6.27383
17.6543 6.31569
17.6393 6.35752
